subject,sessionIndex,rep,DD.period.t,UU.period.t,DD.t.i,UU.t.i,DD.i.e,UU.i.e,DD.e.five,UU.e.five,DD.five.Shift.r,UU.five.Shift.r,DD.Shift.r.o,UU.Shift.r.o,DD.o.a,UU.o.a,DD.a.n,UU.a.n,DD.n.l,UU.n.l,DD.l.Return,UU.l.Return
s010,1,33,0.1839,0.1264,0.2022,0.2183,0.1434,0.1331,0.2763,0.2684,0.2530,0.2419,0.1349,0.1653,0.1055,0.0920,0.1112,0.1262,0.2064,0.2059,0.1757,0.1596
s010,1,34,0.4077,0.3573,0.1648,0.1946,0.1901,0.1566,0.2196,0.2306,0.2323,0.2273,0.1505,0.1745,0.1107,0.0910,0.1031,0.1220,0.2074,0.2035,0.1741,0.1712
s010,1,35,0.2011,0.1433,0.3827,0.4067,0.1383,0.1254,0.2365,0.2309,0.2215,0.2176,0.1418,0.1695,0.1226,0.0970,0.1059,0.1244,0.2054,0.2051,0.1596,0.1559
s010,1,36,0.1557,0.1034,0.1618,0.1916,0.1663,0.1534,0.2370,0.2312,0.2577,0.2477,0.1276,0.1677,0.1376,0.1244,0.4915,0.4923,0.3312,0.3444,0.2103,0.1894
s010,1,37,0.1631,0.1135,0.1368,0.1647,0.1478,0.1317,0.2774,0.2571,0.2307,0.2447,0.1508,0.1753,0.1038,0.0819,0.1186,0.1387,0.2054,0.2038,0.1551,0.1572
s010,1,38,0.1359,0.0937,0.1574,0.1874,0.1562,0.1270,0.3115,0.3067,0.3044,0.3078,0.1389,0.1664,0.1463,0.1278,0.0993,0.1146,0.2140,0.2108,0.1817,0.1810
s010,1,39,0.1079,0.0863,0.2077,0.2090,0.1578,0.1489,0.2439,0.2383,0.2471,0.2408,0.1468,0.1763,0.1141,0.1125,0.1362,0.1423,0.2190,0.2056,0.1818,0.1902
s010,1,40,0.2214,0.1707,0.1420,0.1608,0.1394,0.1164,0.1942,0.2040,0.2390,0.2305,0.1246,0.1571,0.1302,0.1144,0.1236,0.1346,0.2114,0.2056,0.5382,0.5179
s010,1,41,0.1649,0.1282,0.1320,0.1410,0.1122,0.0945,0.2433,0.2446,0.2701,0.2519,0.1375,0.1739,0.1394,0.1123,0.1025,0.1270,0.2296,0.2309,0.2902,0.2944
s010,1,42,0.1406,0.1010,0.1481,0.1692,0.1299,0.1001,0.2238,0.2418,0.3474,0.3487,0.1688,0.1733,0.1545,0.1418,0.1671,0.1769,0.2333,0.2151,0.3533,0.3699
s010,1,43,0.1097,0.0744,0.1244,0.1502,0.1146,0.0917,0.2078,0.2001,0.2381,0.2373,0.1495,0.1814,0.1141,0.0914,0.1146,0.1199,0.2087,0.2011,0.2860,0.2949
s010,1,44,0.1783,0.1744,0.1281,0.1188,0.1563,0.1600,0.2562,0.2509,0.2378,0.2273,0.1532,0.1980,0.1268,0.1036,0.7334,0.7466,0.2330,0.2364,0.2350,0.2290
s010,1,45,0.5551,0.5340,0.1175,0.1078,0.1144,0.1099,0.2521,0.2616,0.3244,0.3225,0.1587,0.1630,0.1213,0.1097,0.1139,0.1265,0.2035,0.2054,0.3559,0.3709
s010,1,46,0.2179,0.1667,0.1072,0.1249,0.1362,0.1151,0.2953,0.2942,0.2474,0.2535,0.1616,0.1891,0.1108,0.0820,0.1070,0.1371,0.2186,0.2146,0.3081,0.3042
s010,1,47,0.1256,0.1082,0.1492,0.1650,0.1505,0.1305,0.2212,0.2172,0.2427,0.2264,0.1506,0.1806,0.0967,0.0967,0.1341,0.1341,0.2367,0.2140,0.2738,0.2744
s010,1,48,0.1422,0.1066,0.1328,0.1449,0.1167,0.1009,0.2257,0.2188,0.2271,0.2308,0.1333,0.1565,0.1154,0.0941,0.1062,0.1318,0.2180,0.2082,0.3533,0.3734
s010,1,49,0.1135,0.0942,0.1537,0.1584,0.1204,0.1059,0.2093,0.2048,0.1943,0.2076,0.1474,0.1685,0.1078,0.0832,0.1318,0.1540,0.2117,0.2093,0.3248,0.3314
s010,1,50,0.1634,0.1177,0.1249,0.1389,0.1199,0.1014,0.2098,0.2106,0.2473,0.2521,0.1566,0.1732,0.1250,0.1163,0.1405,0.1384,0.2521,0.2339,0.3127,0.3214
s010,2,1,0.1266,0.0889,0.2033,0.2315,0.2032,0.1792,0.3172,0.3167,0.7763,0.7800,0.2120,0.2344,0.1996,0.1708,0.1584,0.1735,0.2246,0.2306,0.3582,0.3466
s010,2,2,0.1567,0.1353,0.1447,0.1473,0.1483,0.1549,0.4853,0.4558,0.2472,0.2601,0.1386,0.1555,0.1118,0.1007,0.1861,0.1940,0.2101,0.2196,0.2144,0.1957
s010,2,3,0.2263,0.2153,0.4994,0.5104,0.1291,0.1022,0.2634,0.2671,0.2511,0.2567,0.1426,0.1597,0.1088,0.0917,0.1265,0.1397,0.2091,0.2178,0.1784,0.1567
s010,2,4,0.1330,0.1119,0.1750,0.1832,0.1637,0.1558,0.6664,0.6563,0.2774,0.2806,0.1571,0.1800,0.1236,0.1023,0.1110,0.1347,0.2346,0.2320,0.5106,0.4990
s010,2,5,0.1404,0.1156,0.1906,0.2090,0.1446,0.1367,0.2541,0.2394,0.2651,0.2678,0.1527,0.1713,0.1154,0.1059,0.1083,0.1136,0.2156,0.2333,0.1958,0.1578
s010,2,6,0.2090,0.1866,0.1661,0.1848,0.1281,0.1199,0.2563,0.2415,0.2379,0.2326,0.1591,0.1800,0.0901,0.0727,0.1429,0.1674,0.2370,0.2286,0.1929,0.1763
s010,2,7,0.3266,0.3103,0.1524,0.1753,0.1317,0.1135,0.2431,0.2233,0.3173,0.3287,0.1426,0.1626,0.1431,0.1244,0.0891,0.1068,0.2130,0.1992,0.3693,0.3554
s010,2,8,0.2562,0.2465,0.1856,0.1961,0.1417,0.1280,0.2665,0.2517,0.2478,0.2532,0.1229,0.1558,0.1062,0.0764,0.1128,0.1239,0.2080,0.2248,0.8126,0.7947
s010,2,9,0.1604,0.1422,0.1872,0.2022,0.1386,0.1194,0.2634,0.2470,0.2147,0.2205,0.1249,0.1571,0.0938,0.0698,0.1310,0.1397,0.2133,0.2125,0.2976,0.3148
s010,2,10,0.1037,0.0781,0.1587,0.1724,0.1146,0.1014,0.2724,0.2515,0.2693,0.2837,0.1453,0.1761,0.0949,0.0690,0.1355,0.1479,0.2056,0.2072,0.2432,0.2453
s010,2,11,0.1942,0.1646,0.2006,0.2289,0.1162,0.0937,0.3019,0.2882,0.2226,0.2266,0.1299,0.1639,0.1007,0.0762,0.1286,0.1267,0.2085,0.2236,0.2496,0.2285
s010,2,12,0.1747,0.1433,0.1779,0.2006,0.1455,0.1262,0.2504,0.2346,0.2065,0.2118,0.1136,0.1492,0.1031,0.0759,0.1167,0.1265,0.2104,0.2188,0.2055,0.2034
s010,2,13,0.1143,0.0932,0.1510,0.1784,0.1415,0.1220,0.2125,0.2017,0.1981,0.1994,0.1291,0.1526,0.1490,0.1323,0.1631,0.1840,0.2262,0.2296,0.4646,0.4427
s010,2,14,0.1912,0.1561,0.1467,0.1668,0.1576,0.1389,0.2246,0.2127,0.2561,0.2551,0.1205,0.1524,0.1100,0.0854,0.1056,0.1191,0.2193,0.2470,0.2369,0.2023
s010,2,15,0.1259,0.1040,0.1653,0.1853,0.1402,0.1281,0.2109,0.1953,0.2134,0.2129,0.1328,0.1597,0.1001,0.0779,0.1244,0.1295,0.2191,0.2367,0.3018,0.2950
s010,2,16,0.1243,0.1002,0.1602,0.1790,0.1157,0.0948,0.2351,0.2151,0.2173,0.2200,0.1429,0.1761,0.0779,0.0589,0.1516,0.1637,0.2135,0.2251,0.2944,0.2733
s010,2,17,0.1354,0.0950,0.1515,0.1908,0.1238,0.1011,0.2354,0.2227,0.2088,0.2088,0.1301,0.1687,0.0946,0.0716,0.1349,0.1507,0.2201,0.2172,0.2807,0.2678
s010,2,18,0.1282,0.1055,0.1826,0.1985,0.1495,0.1350,0.2056,0.1910,0.2057,0.2100,0.1268,0.1484,0.1276,0.1054,0.1122,0.1339,0.2215,0.2281,0.2438,0.2366
s010,2,19,0.2345,0.1915,0.2431,0.2632,0.1505,0.1344,0.2481,0.2441,0.2279,0.2263,0.1421,0.1772,0.1360,0.1057,0.1120,0.1304,0.2280,0.2407,0.2870,0.2772
s010,2,20,0.1812,0.1520,0.2168,0.2363,0.2043,0.1761,0.3075,0.3001,0.2981,0.2976,0.1281,0.1573,0.1104,0.0904,0.1149,0.1257,0.2030,0.2011,0.2677,0.2619
s010,2,21,0.1501,0.1290,0.1291,0.1407,0.1199,0.1146,0.2198,0.2140,0.5075,0.5031,0.1165,0.1476,0.1369,0.1044,0.0911,0.1122,0.2177,0.2293,0.2229,0.1986
s010,2,22,0.1375,0.1166,0.1394,0.1584,0.1098,0.0924,0.2043,0.1943,0.1828,0.1897,0.1210,0.1436,0.1044,0.0852,0.1210,0.1278,0.2095,0.2079,0.3846,0.3509
s010,2,23,0.1525,0.1541,0.1428,0.1560,0.1127,0.1024,0.2190,0.2019,0.1838,0.1849,0.1205,0.1452,0.1146,0.0917,0.1104,0.1225,0.2196,0.2275,0.2749,0.2536
s010,2,24,0.1602,0.1367,0.1215,0.1434,0.1138,0.1080,0.2172,0.2032,0.2028,0.1946,0.1270,0.1645,0.1081,0.0783,0.1144,0.1376,0.2304,0.2309,0.2754,0.2622
s010,2,25,0.1699,0.1459,0.1331,0.1547,0.1185,0.1040,0.2067,0.1930,0.2115,0.2097,0.8448,0.8769,0.1386,0.1217,0.1758,0.1289,0.3093,0.3739,0.2163,0.1791
s010,2,26,0.1330,0.1113,0.1246,0.1447,0.1072,0.0853,0.1964,0.1877,0.2184,0.2191,0.1322,0.1666,0.1247,0.1033,0.1210,0.1273,0.2151,0.2238,0.3891,0.3670
s010,2,27,0.1395,0.1213,0.1283,0.1365,0.1014,0.0985,0.2051,0.1816,0.2083,0.2144,0.1196,0.1478,0.1170,0.0919,0.1130,0.1363,0.2323,0.2246,0.4153,0.4032
s010,2,28,0.1208,0.1098,0.1215,0.1257,0.1141,0.1159,0.2024,0.1700,0.2252,0.2387,0.1548,0.1769,0.0946,0.0803,0.1270,0.1307,0.2272,0.2096,0.3077,0.3127
s010,2,29,0.1127,0.0813,0.1360,0.1516,0.0898,0.0950,0.2032,0.1879,0.1954,0.2004,0.1214,0.1536,0.1215,0.0862,0.1210,0.1344,0.2246,0.2384,0.3612,0.3514
s010,2,30,0.1422,0.1258,0.1383,0.1579,0.1302,0.1165,0.2144,0.2191,0.2231,0.2110,0.1352,0.1531,0.1007,0.0965,0.1318,0.1437,0.5669,0.5618,0.2577,0.2504
s010,2,31,0.1259,0.1019,0.6458,0.6735,0.1605,0.1301,0.6025,0.6078,0.2959,0.2856,0.1167,0.1510,0.1212,0.0969,0.1138,0.1257,0.2217,0.2228,0.2269,0.2258
s010,2,32,0.1594,0.1314,0.1605,0.1779,0.1193,0.0974,0.2275,0.2101,0.2131,0.2245,0.1292,0.1727,0.1376,0.0938,0.1265,0.1592,0.2552,0.2394,0.2644,0.2707
s010,2,33,0.1477,0.1380,0.1766,0.1953,0.1222,0.1059,0.2275,0.2219,0.2263,0.2240,0.1292,0.1611,0.1107,0.0877,0.1199,0.1207,0.2534,0.2663,0.3216,0.3142
s010,2,34,0.1430,0.1087,0.1241,0.1478,0.1149,0.0959,0.2127,0.2074,0.2027,0.2091,0.1194,0.1513,0.1210,0.0864,0.1378,0.1790,0.2755,0.2591,0.2609,0.2578
s010,2,35,0.1280,0.0913,0.1500,0.1706,0.1125,0.0943,0.2202,0.2149,0.2981,0.2957,0.1532,0.1849,0.1223,0.1022,0.6031,0.6250,0.2457,0.2420,0.2052,0.1804
s010,2,36,0.1224,0.1021,0.1505,0.1663,0.1104,0.0938,0.1988,0.1948,0.2086,0.2076,0.1344,0.1587,0.1089,0.0883,0.1255,0.1397,0.2354,0.2375,0.2543,0.2417
s010,2,37,0.1477,0.1187,0.1510,0.1710,0.1090,0.0950,0.2293,0.2257,0.2419,0.2350,0.1460,0.1792,0.1057,0.0788,0.1286,0.1442,0.2507,0.2610,0.2768,0.2736
s010,2,38,0.1391,0.1216,0.1494,0.1603,0.1167,0.1080,0.2207,0.2159,0.2809,0.2769,0.1829,0.2180,0.1555,0.1273,0.1183,0.1365,0.3338,0.3293,0.3163,0.2992
s010,2,39,0.1588,0.1382,0.1402,0.1608,0.1378,0.1183,0.2204,0.2098,0.2316,0.2454,0.1511,0.1772,0.1039,0.0841,0.1389,0.1481,0.2605,0.2616,0.3048,0.3121
s010,2,40,0.1343,0.1153,0.1513,0.1606,0.1181,0.1080,0.2554,0.2446,0.2564,0.2641,0.1357,0.1591,0.1170,0.0980,0.1096,0.1260,0.2431,0.2315,0.2232,0.2287
s010,2,41,0.2106,0.1974,0.1476,0.1661,0.1236,0.1040,0.2494,0.2378,0.2911,0.2896,0.1194,0.1505,0.1255,0.0885,0.1154,0.1450,0.2309,0.2370,0.2414,0.2092
s010,2,42,0.0947,0.0773,0.1743,0.1772,0.0824,0.0834,0.2085,0.1993,0.2089,0.2097,0.1450,0.1722,0.0941,0.0745,0.1436,0.1545,0.2341,0.2325,0.3042,0.3095
s010,2,43,0.1206,0.0821,0.1817,0.2157,0.1584,0.1310,0.2626,0.2560,0.5435,0.5477,0.2289,0.2468,0.1215,0.1046,0.2420,0.2463,0.3072,0.3114,0.2739,0.2594
s010,2,44,0.1185,0.1045,0.1618,0.1657,0.0897,0.0890,0.1940,0.1845,0.2047,0.2037,0.1342,0.1602,0.1178,0.0970,0.1078,0.1255,0.2233,0.2161,0.2224,0.2253
s010,2,45,0.1309,0.1069,0.1582,0.1661,0.1064,0.0950,0.2309,0.2251,0.4511,0.4527,0.2779,0.2998,0.1342,0.1160,0.1399,0.1499,0.2238,0.2228,0.3024,0.3187
s010,2,46,0.1148,0.0776,0.2012,0.2170,0.1376,0.1181,0.2294,0.2225,0.2050,0.2058,0.1460,0.1837,0.1009,0.0695,0.1362,0.1594,0.2472,0.2494,0.2929,0.2979
s010,2,47,0.1459,0.0945,0.2186,0.2640,0.1674,0.1431,0.2890,0.2676,0.2239,0.2310,0.1428,0.1742,0.0946,0.0748,0.1349,0.1397,0.2428,0.2502,0.3501,0.3551
s010,2,48,0.1448,0.1074,0.1534,0.1750,0.1426,0.1183,0.2510,0.2473,0.3445,0.3561,0.1798,0.1906,0.1035,0.0869,0.1397,0.1426,0.2383,0.2360,0.6882,0.6942
s010,2,49,0.0937,0.0744,0.1339,0.1389,0.1244,0.1226,0.2062,0.1940,0.1936,0.1955,0.1342,0.1601,0.0843,0.0666,0.1339,0.1460,0.2283,0.2312,0.3190,0.3121
s010,2,50,0.1182,0.0897,0.1727,0.1832,0.1167,0.0980,0.2088,0.2064,0.3191,0.3294,0.1864,0.2131,0.1345,0.1055,0.2221,0.2205,0.2647,0.2831,0.2973,0.2762
s010,3,1,0.1754,0.1438,0.2173,0.2278,0.1856,0.1692,0.3143,0.3093,0.2896,0.2915,0.1125,0.1418,0.1004,0.0748,0.0941,0.1176,0.1893,0.1935,0.1636,0.1237
s010,3,2,0.1482,0.1303,0.1764,0.1848,0.1038,0.1007,0.2394,0.2225,0.4789,0.4826,0.1249,0.1378,0.1046,0.0888,0.1075,0.1291,0.1842,0.1879,0.1791,0.1553
s010,3,3,0.1772,0.1532,0.1771,0.1647,0.1283,0.1439,0.2035,0.1935,0.2068,0.1938,0.1255,0.1609,0.0922,0.0687,0.1455,0.1621,0.2032,0.2104,0.1802,0.1635
s010,3,4,0.1821,0.1641,0.3405,0.3321,0.1318,0.1394,0.3296,0.3183,0.2503,0.2479,0.1236,0.1445,0.0957,0.0806,0.0998,0.1251,0.1953,0.1890,0.1527,0.1332
s010,3,5,0.1863,0.1591,0.1460,0.1434,0.1383,0.1425,0.2135,0.2090,0.2181,0.2039,0.1096,0.1405,0.0960,0.0746,0.1102,0.1308,0.1924,0.1968,0.1601,0.1298
s010,3,6,0.1722,0.1590,0.1768,0.1650,0.1352,0.1428,0.2293,0.2217,0.2279,0.2289,0.1499,0.1747,0.0943,0.0695,0.1273,0.1492,0.2143,0.2106,0.1738,0.1759
s010,3,7,0.1582,0.1411,0.5635,0.5648,0.0879,0.0747,0.7901,0.7959,0.2152,0.2084,0.1181,0.1466,0.1094,0.0793,0.0927,0.1162,0.1895,0.1895,0.1694,0.1665
s010,3,8,0.1889,0.1403,0.1520,0.1610,0.1336,0.1260,0.2840,0.2853,0.2564,0.2558,0.1507,0.1734,0.0933,0.0709,0.1170,0.1363,0.2067,0.2093,0.1598,0.1558
s010,3,9,0.1462,0.1151,0.1389,0.1478,0.1198,0.1085,0.2030,0.1956,0.2381,0.2389,0.1460,0.1711,0.0960,0.0801,0.1165,0.1223,0.1860,0.2005,0.1870,0.1678
s010,3,10,0.1934,0.1522,0.1507,0.1584,0.1357,0.1328,0.2122,0.1966,0.2428,0.2489,0.1347,0.1590,0.1044,0.0785,0.0922,0.1144,0.2072,0.2053,0.1688,0.1731
s010,3,11,0.1892,0.1604,0.1708,0.1708,0.1198,0.1293,0.2182,0.1979,0.2120,0.2123,0.1188,0.1536,0.1012,0.0767,0.0983,0.1104,0.1987,0.1971,0.1461,0.1701
s010,3,12,0.1544,0.1380,0.1402,0.1550,0.1202,0.1007,0.3516,0.3442,0.2484,0.2502,0.1560,0.1871,0.0927,0.0611,0.1197,0.1482,0.2006,0.1940,0.2921,0.2958
s010,3,13,0.1665,0.1499,0.1927,0.1647,0.0900,0.1101,0.2479,0.2368,0.2503,0.2529,0.1597,0.1885,0.0952,0.0706,0.1040,0.1296,0.2035,0.2051,0.1448,0.1432
s010,3,14,0.1564,0.1367,0.2015,0.1927,0.0987,0.1032,0.2301,0.2196,0.2157,0.2138,0.1128,0.1503,0.1001,0.0724,0.1065,0.1236,0.2082,0.1932,0.2730,0.2804
s010,3,15,0.1406,0.1095,0.1471,0.1766,0.1539,0.1476,0.2325,0.2032,0.1949,0.2013,0.1276,0.1619,0.0983,0.0684,0.1096,0.1226,0.2003,0.2048,0.1739,0.1564
s010,3,16,0.1417,0.1259,0.1323,0.1484,0.1627,0.1621,0.2465,0.2109,0.2883,0.3081,0.1403,0.1601,0.5424,0.5173,0.1130,0.1318,0.1880,0.1961,0.1981,0.1770
s010,3,17,0.1203,0.1187,0.1051,0.1170,0.1304,0.1146,0.1885,0.1769,0.2184,0.2250,0.1215,0.1564,0.0880,0.0471,0.1134,0.1436,0.1900,0.1950,0.3564,0.3311
s010,3,18,0.1343,0.1211,0.1101,0.1204,0.1167,0.1077,0.1808,0.1636,0.2072,0.2170,0.1260,0.1503,0.0886,0.0596,0.1073,0.1078,0.2014,0.2167,0.1651,0.1640
s010,3,19,0.1314,0.0973,0.1193,0.1375,0.1159,0.1027,0.1884,0.1705,0.1915,0.1970,0.1373,0.1609,0.0682,0.0481,0.1411,0.1540,0.1961,0.1879,0.1580,0.1670
s010,3,20,0.1126,0.1031,0.1188,0.1286,0.1201,0.1056,0.1811,0.1697,0.1998,0.2060,0.1197,0.1555,0.1049,0.0703,0.1098,0.1193,0.1916,0.1982,0.2559,0.2499
s010,3,21,0.1174,0.1013,0.1093,0.1225,0.1156,0.1032,0.1916,0.1739,0.1906,0.2049,0.1268,0.1495,0.0938,0.0642,0.1106,0.1320,0.2035,0.2024,0.2891,0.2860
s010,3,22,0.1237,0.1087,0.1286,0.1478,0.1095,0.0945,0.1903,0.1713,0.2020,0.2141,0.1222,0.1676,0.1086,0.0577,0.1075,0.1415,0.2187,0.2106,0.2364,0.2285
s010,3,23,0.1337,0.0928,0.1196,0.1489,0.1230,0.1043,0.2075,0.2009,0.4279,0.4355,0.1769,0.2081,0.1329,0.1007,0.0949,0.1139,0.2119,0.2156,0.2264,0.2274
s010,3,24,0.1427,0.1089,0.1378,0.1489,0.1038,0.0933,0.2078,0.2109,0.2669,0.2654,0.1484,0.1571,0.1572,0.1416,0.1102,0.1284,0.2064,0.2114,0.1796,0.1508
s010,3,25,0.1290,0.0982,0.1334,0.1452,0.1080,0.1017,0.1861,0.1724,0.1925,0.2034,0.1197,0.1492,0.1107,0.0832,0.1038,0.1223,0.2127,0.2180,0.2335,0.2182
s010,3,26,0.1256,0.1026,0.1278,0.1474,0.1152,0.0927,0.1792,0.1726,0.1956,0.2006,0.1190,0.1433,0.0980,0.0637,0.1027,0.1294,0.1932,0.1924,0.1744,0.1731
s010,3,27,0.1256,0.1159,0.1194,0.1336,0.1109,0.1006,0.1916,0.1763,0.2133,0.2207,0.1640,0.1843,0.1046,0.0838,0.1197,0.1337,0.2212,0.2101,0.2018,0.2099
s010,3,28,0.1507,0.1301,0.0940,0.1222,0.1491,0.1296,0.1826,0.1776,0.1946,0.1973,0.1147,0.1381,0.1130,0.0967,0.0843,0.1049,0.2001,0.1911,0.1942,0.1878
s010,3,29,0.1116,0.1047,0.1399,0.1478,0.1217,0.1019,0.1995,0.1935,0.2174,0.2224,0.1244,0.1537,0.0848,0.0553,0.1097,0.1426,0.2011,0.1950,0.2387,0.2416
s010,3,30,0.1269,0.1105,0.1264,0.1386,0.1125,0.0953,0.1787,0.1697,0.2027,0.2117,0.1053,0.1314,0.1144,0.0822,0.0871,0.1133,0.3278,0.3251,0.1902,0.1726
s010,3,31,0.1118,0.0934,0.1136,0.1241,0.1059,0.0954,0.1819,0.1676,0.2078,0.2205,0.1331,0.1618,0.0824,0.0521,0.1276,0.1484,0.1958,0.1977,0.3018,0.2968
s010,3,32,0.1322,0.0934,0.1088,0.1339,0.1122,0.0924,0.1763,0.1723,0.2049,0.2039,0.1585,0.1817,0.0750,0.0547,0.1302,0.1473,0.2037,0.1977,0.2391,0.2377
s010,3,33,0.1090,0.1011,0.1321,0.1339,0.1122,0.1090,0.1866,0.1763,0.2149,0.2208,0.1199,0.1404,0.0869,0.0645,0.1101,0.1399,0.2222,0.2164,0.3279,0.3073
s010,3,34,0.1142,0.0614,0.1536,0.1676,0.2829,0.2679,0.2822,0.2877,0.2260,0.2134,0.1028,0.1323,0.0943,0.0708,0.0919,0.1072,0.2040,0.2061,0.2042,0.2174
s010,3,35,0.1340,0.0979,0.1413,0.1629,0.1027,0.0927,0.2001,0.1932,0.1922,0.1957,0.1257,0.1470,0.0827,0.0590,0.1178,0.1436,0.2137,0.1995,0.2770,0.2762
s010,3,36,0.1689,0.1248,0.1048,0.1209,0.1230,0.1048,0.1829,0.1732,0.1981,0.2092,0.1273,0.1470,0.0922,0.0703,0.1112,0.1355,0.2127,0.2048,0.2493,0.2670
s010,3,37,0.1190,0.0969,0.1160,0.1392,0.1043,0.0850,0.1924,0.1747,0.1898,0.2022,0.1277,0.1494,0.0859,0.0608,0.1165,0.1426,0.2222,0.2243,0.2551,0.2486
s010,3,38,0.0932,0.0829,0.1249,0.1449,0.1024,0.0837,0.1766,0.1758,0.2250,0.2216,0.1196,0.1487,0.0843,0.0576,0.1276,0.1481,0.3093,0.2943,0.3306,0.3403
s010,3,39,0.1364,0.1013,0.1177,0.1383,0.0935,0.0808,0.1831,0.1750,0.1949,0.1952,0.1448,0.1672,0.0632,0.0381,0.1611,0.2001,0.2478,0.2317,0.3641,0.3536
s010,3,40,0.1459,0.1222,0.1107,0.1233,0.1180,0.1056,0.1829,0.1690,0.1834,0.1948,0.0904,0.1135,0.1012,0.0777,0.0866,0.1157,0.2191,0.2209,0.2150,0.2097
s010,3,41,0.1086,0.0896,0.1182,0.1446,0.1000,0.0797,0.1861,0.1661,0.1870,0.2007,0.0901,0.1246,0.1141,0.0780,0.1123,0.1397,0.2304,0.2405,0.3285,0.3058
s010,3,42,0.1002,0.0846,0.1238,0.1391,0.0974,0.0782,0.1885,0.1795,0.2094,0.2136,0.1634,0.1866,0.0888,0.0532,0.1249,0.1608,0.2528,0.2454,0.3050,0.2895
s010,3,43,0.1137,0.1011,0.1249,0.1402,0.0956,0.0776,0.1834,0.1760,0.2041,0.2108,0.1534,0.1642,0.0671,0.0447,0.1477,0.1653,0.2283,0.2349,0.2752,0.2734
s010,3,44,0.1050,0.0860,0.1283,0.1589,0.0892,0.0647,0.1858,0.1789,0.1788,0.1866,0.1503,0.1760,0.0933,0.0780,0.1399,0.1426,0.2634,0.2539,0.3311,0.3276
s010,3,45,0.1390,0.1248,0.1083,0.1162,0.1019,0.0905,0.1971,0.1750,0.2036,0.2216,0.1337,0.1574,0.0844,0.0564,0.1236,0.1539,0.2401,0.2312,0.2704,0.2669
s010,3,46,0.1000,0.0765,0.1220,0.1336,0.0818,0.0782,0.1814,0.1581,0.2191,0.2360,0.1534,0.1708,0.0888,0.0762,0.1281,0.1447,0.2457,0.2307,0.2596,0.2614
s010,3,47,0.0749,0.0551,0.1392,0.1497,0.0774,0.0700,0.1847,0.1657,0.2297,0.2467,0.1187,0.1487,0.0967,0.0634,0.1083,0.1252,0.2048,0.2138,0.2554,0.2493
s010,3,48,0.0860,0.0821,0.1323,0.1528,0.0879,0.0671,0.1842,0.1673,0.2326,0.2426,0.1357,0.1579,0.0827,0.0661,0.1273,0.1384,0.2249,0.2249,0.2501,0.2490
s010,3,49,0.0834,0.0857,0.1758,0.1859,0.0732,0.0660,0.1911,0.1756,0.2292,0.2326,0.1114,0.1330,0.1035,0.0885,0.1088,0.1228,0.2695,0.2608,0.2499,0.2488
s010,3,50,0.1189,0.1073,0.1549,0.1570,0.0892,0.0837,0.3328,0.3713,1.1176,1.0683,0.2321,0.2532,0.1012,0.0806,0.1022,0.1294,0.1945,0.1831,0.2239,0.2253
s010,4,1,0.1491,0.1314,0.1808,0.1969,0.1407,0.1201,0.3111,0.3177,0.2545,0.2500,0.1259,0.1478,0.1228,0.0912,0.0980,0.1246,0.9666,0.9740,0.2129,0.1918
s010,4,2,0.0947,0.0739,0.2038,0.2086,0.0941,0.0904,0.2257,0.2090,0.2017,0.2041,0.0882,0.1222,0.1349,0.0972,0.1099,0.1411,0.2450,0.2249,0.1862,0.1878
s010,4,3,0.1295,0.0936,0.1547,0.1476,0.1254,0.1336,0.2415,0.2270,0.2458,0.2469,0.1413,0.1687,0.1136,0.0906,0.1133,0.1336,0.2122,0.2196,0.2282,0.2195
s010,4,4,0.1966,0.1673,0.4854,0.5197,0.1761,0.1360,0.2777,0.2724,0.2287,0.2327,0.1991,0.2323,0.1479,0.1155,0.0862,0.1194,0.2249,0.2173,0.1984,0.2013
s010,4,5,0.1433,0.1079,0.1742,0.2193,0.1663,0.1201,0.2264,0.2082,0.2120,0.2131,0.0890,0.1273,0.1303,0.0938,0.0930,0.1189,0.2061,0.2138,0.1937,0.1849
s010,4,6,0.1805,0.1533,0.2956,0.3125,0.1294,0.1065,0.2394,0.2264,0.2336,0.2379,0.1212,0.1481,0.1181,0.0840,0.0877,0.1228,0.2233,0.2291,0.2100,0.1997
s010,4,7,0.2258,0.2094,0.1589,0.1748,0.1138,0.0982,0.2154,0.2014,0.2215,0.2287,0.1094,0.1392,0.1213,0.0870,0.0909,0.1231,0.2136,0.2038,0.1596,0.1432
s010,4,8,0.1981,0.1617,0.2336,0.2605,0.1233,0.1030,0.2167,0.1990,0.2046,0.2192,0.1083,0.1286,0.1311,0.1039,0.0833,0.1049,0.2225,0.2278,0.1828,0.1685
s010,4,9,0.1230,0.1010,0.1554,0.1584,0.1036,0.0988,0.2133,0.2001,0.1965,0.2031,0.1428,0.1690,0.0872,0.0555,0.1345,0.1609,0.3167,0.3035,0.2198,0.2037
s010,4,10,0.1892,0.1649,0.4236,0.4558,0.1339,0.1014,0.2309,0.2119,0.1861,0.2017,0.1077,0.1259,0.1445,0.1157,0.1344,0.1701,0.2439,0.2328,0.3005,0.2733
s010,4,11,0.1886,0.1699,0.1476,0.1679,0.1347,0.1173,0.2101,0.1979,0.2080,0.2117,0.1560,0.1758,0.0967,0.1089,0.2234,0.2191,0.2705,0.2558,0.2533,0.2477
