subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s008,6,3,0.0742,0.1293,0.0551,0.0673,0.2681,0.2008,0.0847,0.1974,0.1127,0.0942,0.8759,0.7817,0.0977,0.3326,0.2349,0.103,0.1141,0.0111,0.0954,0.0867,-0.0087,0.112,0.1022,-0.0098,0.1176,0.0922,-0.0254,0.0977,0.5066,0.4089,0.1222
s008,6,4,0.1175,0.2383,0.1208,0.0576,0.0867,0.0291,0.0866,0.1452,0.0586,0.0969,0.1985,0.1016,0.1045,0.3584,0.2539,0.0708,0.0975,0.0267,0.1008,0.0977,-0.0031,0.1346,0.1185,-0.0161,0.1149,0.0853,-0.0296,0.1056,0.2047,0.0991,0.0974
s008,6,5,0.0953,0.1652,0.0699,0.0964,0.1437,0.0473,0.0808,0.0827,0.0019,0.1156,0.2599,0.1443,0.0964,0.4908,0.3944,0.0748,0.0978,0.023,0.0995,0.1099,0.0104,0.1267,0.0998,-0.0269,0.1207,0.0974,-0.0233,0.0988,0.1987,0.0999,0.1209
s008,6,6,0.1,0.1601,0.0601,0.1003,0.1249,0.0246,0.0763,0.0739,-0.0024,0.1085,0.2127,0.1042,0.1146,0.3498,0.2352,0.0982,0.1302,0.032,0.1149,0.083,-0.0319,0.1318,0.1265,-0.0053,0.1056,0.0805,-0.0251,0.1103,0.2041,0.0938,0.1193
s008,6,7,0.1027,0.2472,0.1445,0.0948,0.1033,0.0085,0.0919,0.0933,0.0014,0.1032,0.219,0.1158,0.1101,0.3366,0.2265,0.0819,0.1392,0.0573,0.0898,0.0571,-0.0327,0.1191,0.149,0.0299,0.0946,0.0565,-0.0381,0.1001,0.2011,0.101,0.0832
s008,6,8,0.1156,0.1791,0.0635,0.0874,0.1389,0.0515,0.0787,0.0673,-0.0114,0.1117,0.3141,0.2024,0.0995,0.349,0.2495,0.0943,0.1255,0.0312,0.1144,0.0917,-0.0227,0.1229,0.1123,-0.0106,0.1073,0.0885,-0.0188,0.0996,0.189,0.0894,0.1217
s008,6,9,0.0892,0.1641,0.0749,0.0887,0.1244,0.0357,0.0797,0.0956,0.0159,0.0839,0.1997,0.1158,0.0942,0.3355,0.2413,0.0993,0.1371,0.0378,0.0927,0.074,-0.0187,0.112,0.1163,0.0043,0.0951,0.0668,-0.0283,0.1077,0.1836,0.0759,0.1019
s008,6,10,0.0916,0.219,0.1274,0.0971,0.1483,0.0512,0.0832,0.117,0.0338,0.1043,0.2394,0.1351,0.1014,0.329,0.2276,0.0948,0.1186,0.0238,0.0916,0.0645,-0.0271,0.1164,0.1175,0.0011,0.0961,0.0665,-0.0296,0.1191,0.1873,0.0682,0.1037
s008,7,1,0.1101,0.2438,0.1337,0.0657,0.0755,0.0098,0.0729,0.1054,0.0325,0.08,0.255,0.175,0.1011,0.3672,0.2661,0.0874,0.0959,0.0085,0.0843,0.0785,-0.0058,0.1078,0.1046,-0.0032,0.1065,0.0848,-0.0217,0.094,0.2124,0.1184,0.0671
s008,7,2,0.0858,0.1332,0.0474,0.0673,0.0789,0.0116,0.0752,0.0937,0.0185,0.0768,0.1987,0.1219,0.0942,0.2933,0.1991,0.0779,0.1014,0.0235,0.0897,0.0808,-0.0089,0.1059,0.1011,-0.0048,0.0997,0.0843,-0.0154,0.0832,0.1937,0.1105,0.0866
s008,7,3,0.0763,0.1148,0.0385,0.0686,0.1037,0.0351,0.0771,0.0837,0.0066,0.0855,0.2227,0.1372,0.0895,0.2876,0.1981,0.084,0.116,0.032,0.0777,0.0545,-0.0232,0.0919,0.0954,0.0035,0.0996,0.0755,-0.0241,0.089,0.1747,0.0857,0.1093
s008,7,4,0.0808,0.1665,0.0857,0.0787,0.0888,0.0101,0.0834,0.1067,0.0233,0.0964,0.2049,0.1085,0.0879,0.2969,0.209,0.0967,0.1041,0.0074,0.0998,0.0948,-0.005,0.0753,0.0629,-0.0124,0.0966,0.0744,-0.0222,0.0913,0.1627,0.0714,0.1117
s008,7,5,0.0855,0.182,0.0965,0.0722,0.0708,-0.0014,0.0848,0.1249,0.0401,0.0898,0.1977,0.1079,0.0924,0.2791,0.1867,0.0901,0.1091,0.019,0.0961,0.1149,0.0188,0.1215,0.0542,-0.0673,0.1059,0.085,-0.0209,0.0972,0.1905,0.0933,0.0842
s008,7,6,0.0755,0.1206,0.0451,0.0739,0.1191,0.0452,0.0586,0.0737,0.0151,0.0813,0.2024,0.1211,0.0869,0.3147,0.2278,0.1038,0.135,0.0312,0.092,0.0743,-0.0177,0.1046,0.1144,0.0098,0.095,0.0662,-0.0288,0.0945,0.1786,0.0841,0.0908
s008,7,7,0.0634,0.1375,0.0741,0.0684,0.0888,0.0204,0.0784,0.1138,0.0354,0.1061,0.2056,0.0995,0.0924,0.3783,0.2859,0.0985,0.1255,0.027,0.1111,0.1423,0.0312,0.0837,0.0824,-0.0013,0.1143,0.0805,-0.0338,0.0942,0.1899,0.0957,0.1111
s008,7,8,0.0681,0.1274,0.0593,0.061,0.0771,0.0161,0.0747,0.0977,0.023,0.099,0.2112,0.1122,0.0768,0.7155,0.6387,0.1001,0.1526,0.0525,0.1016,0.1096,0.008,0.0858,0.1014,0.0156,0.1046,0.0871,-0.0175,0.0877,0.1728,0.0851,0.0995
s008,7,9,0.0647,0.4219,0.3572,0.0652,0.0697,0.0045,0.0734,0.085,0.0116,0.1022,0.2064,0.1042,0.0869,0.2976,0.2107,0.1045,0.1367,0.0322,0.0893,0.0735,-0.0158,0.1069,0.0998,-0.0071,0.098,0.0773,-0.0207,0.1012,0.1739,0.0727,0.0932
s008,7,10,0.0855,0.1667,0.0812,0.0824,0.1075,0.0251,0.0665,0.0961,0.0296,0.0729,0.1766,0.1037,0.0866,0.2875,0.2009,0.1101,0.1257,0.0156,0.0887,0.0933,0.0046,0.1014,0.1025,0.0011,0.0948,0.0763,-0.0185,0.095,0.1759,0.0809,0.1
s008,8,1,0.0866,0.1414,0.0548,0.062,0.1,0.038,0.0584,0.0687,0.0103,0.076,0.3283,0.2523,0.0834,0.2716,0.1882,0.0845,0.1075,0.023,0.0914,0.046,-0.0454,0.1065,0.1464,0.0399,0.1072,0.0897,-0.0175,0.0716,0.1937,0.1221,0.0813
s008,8,2,0.0855,0.129,0.0435,0.0768,0.1053,0.0285,0.0742,0.0715,-0.0027,0.0769,0.165,0.0881,0.0871,0.2883,0.2012,0.0827,0.0959,0.0132,0.0896,0.083,-0.0066,0.1168,0.1081,-0.0087,0.0856,0.081,-0.0046,0.0896,0.1972,0.1076,0.0768
s008,8,3,0.0652,0.1256,0.0604,0.0868,0.0847,-0.0021,0.08,0.113,0.033,0.0892,0.166,0.0768,0.1003,0.2904,0.1901,0.0979,0.0892,-0.0087,0.1077,0.0948,-0.0129,0.1083,0.1006,-0.0077,0.0941,0.0711,-0.023,0.0993,0.2048,0.1055,0.0916
s008,8,4,0.0826,0.1277,0.0451,0.081,0.0992,0.0182,0.0874,0.1027,0.0153,0.0879,0.1937,0.1058,0.0871,0.2875,0.2004,0.0903,0.1283,0.038,0.0843,0.0542,-0.0301,0.1094,0.1311,0.0217,0.0961,0.0823,-0.0138,0.0882,0.2066,0.1184,0.0927
s008,8,5,0.0876,0.1379,0.0503,0.0964,0.1305,0.0341,0.0734,0.1017,0.0283,0.0148,0.5832,0.5684,0.0734,0.2949,0.2215,0.0855,0.0908,0.0053,0.1006,0.102,0.0014,0.1141,0.0877,-0.0264,0.0964,0.0739,-0.0225,0.0961,0.1976,0.1015,0.0985
s008,8,6,0.0876,0.1561,0.0685,0.0763,0.0974,0.0211,0.0861,0.0805,-0.0056,0.065,0.2405,0.1755,0.0845,0.2893,0.2048,0.0766,0.103,0.0264,0.0814,0.0772,-0.0042,0.098,0.0946,-0.0034,0.1072,0.091,-0.0162,0.0774,0.191,0.1136,0.0779
s008,8,7,0.0665,0.148,0.0815,0.0797,0.0956,0.0159,0.0721,0.0853,0.0132,0.0787,0.1721,0.0934,0.089,0.259,0.17,0.0916,0.1341,0.0425,0.0813,0.0542,-0.0271,0.1085,0.1421,0.0336,0.0964,0.0657,-0.0307,0.0975,0.2629,0.1654,0.1325
s008,8,8,0.0686,0.1118,0.0432,0.0842,0.1032,0.019,0.0671,0.0941,0.027,0.0647,0.1473,0.0826,0.0763,0.2909,0.2146,0.0927,0.1482,0.0555,0.0851,0.0674,-0.0177,0.1083,0.1253,0.017,0.0946,0.0639,-0.0307,0.0988,0.2064,0.1076,0.0371
s008,8,9,0.0684,0.1055,0.0371,0.0715,0.1101,0.0386,0.066,0.0674,0.0014,0.0774,0.1777,0.1003,0.0721,0.3416,0.2695,0.0792,0.1317,0.0525,0.1046,0.0933,-0.0113,0.0974,0.1125,0.0151,0.0887,0.0694,-0.0193,0.0858,0.157,0.0712,0.0731
s008,8,10,0.0876,0.1522,0.0646,0.0692,0.1033,0.0341,0.0628,0.0842,0.0214,0.0697,0.1621,0.0924,0.0821,0.3075,0.2254,0.0895,0.1135,0.024,0.0919,0.0906,-0.0013,0.1081,0.0925,-0.0156,0.0959,0.0679,-0.028,0.0993,0.1821,0.0828,0.076
s010,1,1,0.1043,0.1755,0.0712,0.0562,0.1813,0.1251,0.0789,0.2109,0.132,0.0536,0.4861,0.4325,0.0797,0.6751,0.5954,0.0541,0.1407,0.0866,0.0874,0.1334,0.046,0.0547,0.1192,0.0645,0.0842,0.2101,0.1259,0.0713,0.2261,0.1548,0.0668
s010,1,2,0.085,0.1514,0.0664,0.0536,0.3695,0.3159,0.0742,0.164,0.0898,0.0557,0.589,0.5333,0.0581,0.3004,0.2423,0.0798,0.1627,0.0829,0.08,0.125,0.045,0.0665,0.1576,0.0911,0.0663,0.2502,0.1839,0.0932,0.7111,0.6179,0.0349
s010,1,3,0.0842,0.2881,0.2039,0.07,0.1458,0.0758,0.0673,0.161,0.0937,0.0652,0.3111,0.2459,0.0573,0.3983,0.341,0.0594,0.1911,0.1317,0.0821,0.1965,0.1144,0.047,0.2054,0.1584,0.0887,0.2565,0.1678,0.0969,0.6837,0.5868,0.0576
s010,1,4,0.0855,0.1535,0.068,0.0642,0.1883,0.1241,0.0847,0.184,0.0993,0.0639,0.6347,0.5708,0.1117,0.5681,0.4564,0.0705,0.1563,0.0858,0.0869,0.1263,0.0394,0.0613,0.1434,0.0821,0.0763,0.2064,0.1301,0.0713,0.1886,0.1173,0.0686
s010,1,5,0.0948,0.1264,0.0316,0.0539,0.1537,0.0998,0.0665,0.1507,0.0842,0.0599,0.2589,0.199,0.0483,0.2687,0.2204,0.0541,0.1233,0.0692,0.0763,0.1213,0.045,0.0541,0.1019,0.0478,0.0797,0.2098,0.1301,0.0792,0.22,0.1408,0.0636
s010,1,6,0.0784,0.1683,0.0899,0.0692,0.1473,0.0781,0.0734,0.1413,0.0679,0.0702,0.2739,0.2037,0.0636,0.2738,0.2102,0.0594,0.1499,0.0905,0.0789,0.132,0.0531,0.0634,0.1228,0.0594,0.0985,0.4853,0.3868,0.0808,0.3142,0.2334,0.0763
s010,1,7,0.0969,0.1681,0.0712,0.0713,0.1563,0.085,0.0882,0.1677,0.0795,0.0623,0.2871,0.2248,0.0634,0.2675,0.2041,0.0576,0.1497,0.0921,0.0818,0.426,0.3442,0.066,0.1392,0.0732,0.0776,0.2151,0.1375,0.0805,0.2356,0.1551,0.0639
s010,1,8,0.09,0.1403,0.0503,0.076,0.1388,0.0628,0.0847,0.1987,0.114,0.0642,0.3996,0.3354,0.0562,0.4202,0.364,0.0781,0.1661,0.088,0.0779,0.1089,0.031,0.0605,0.1057,0.0452,0.0768,0.2148,0.138,0.0784,0.1952,0.1168,0.0602
s010,1,9,0.1066,0.2467,0.1401,0.0671,0.1637,0.0966,0.0853,0.1328,0.0475,0.065,0.3244,0.2594,0.1056,0.4126,0.307,0.0922,0.1561,0.0639,0.085,0.1445,0.0595,0.0547,0.0843,0.0296,0.0642,0.212,0.1478,0.0905,0.2329,0.1424,0.0639
s010,1,10,0.1124,0.372,0.2596,0.08,0.1312,0.0512,0.0763,0.1444,0.0681,0.0676,0.274,0.2064,0.1074,0.3827,0.2753,0.0718,0.174,0.1022,0.0837,0.1086,0.0249,0.0636,0.1333,0.0697,0.0673,0.2116,0.1443,0.085,0.2277,0.1427,0.0752
s010,2,1,0.0966,0.1266,0.03,0.0589,0.2033,0.1444,0.0871,0.2032,0.1161,0.0631,0.3172,0.2541,0.0626,0.7763,0.7137,0.0663,0.212,0.1457,0.0887,0.1996,0.1109,0.0599,0.1584,0.0985,0.075,0.2246,0.1496,0.081,0.3582,0.2772,0.0694
s010,2,2,0.0853,0.1567,0.0714,0.0639,0.1447,0.0808,0.0665,0.1483,0.0818,0.0731,0.4853,0.4122,0.0436,0.2472,0.2036,0.0565,0.1386,0.0821,0.0734,0.1118,0.0384,0.0623,0.1861,0.1238,0.0702,0.2101,0.1399,0.0797,0.2144,0.1347,0.061
s010,2,3,0.081,0.2263,0.1453,0.07,0.4994,0.4294,0.081,0.1291,0.0481,0.0541,0.2634,0.2093,0.0578,0.2511,0.1933,0.0634,0.1426,0.0792,0.0805,0.1088,0.0283,0.0634,0.1265,0.0631,0.0766,0.2091,0.1325,0.0853,0.1784,0.0931,0.0636
s010,2,4,0.0887,0.133,0.0443,0.0676,0.175,0.1074,0.0758,0.1637,0.0879,0.0679,0.6664,0.5985,0.0578,0.2774,0.2196,0.061,0.1571,0.0961,0.0839,0.1236,0.0397,0.0626,0.111,0.0484,0.0863,0.2346,0.1483,0.0837,0.5106,0.4269,0.0721
s010,2,5,0.0845,0.1404,0.0559,0.0597,0.1906,0.1309,0.0781,0.1446,0.0665,0.0702,0.2541,0.1839,0.0555,0.2651,0.2096,0.0582,0.1527,0.0945,0.0768,0.1154,0.0386,0.0673,0.1083,0.041,0.0726,0.2156,0.143,0.0903,0.1958,0.1055,0.0523
s010,2,6,0.0903,0.209,0.1187,0.0679,0.1661,0.0982,0.0866,0.1281,0.0415,0.0784,0.2563,0.1779,0.0636,0.2379,0.1743,0.0583,0.1591,0.1008,0.0792,0.0901,0.0109,0.0618,0.1429,0.0811,0.0863,0.237,0.1507,0.0779,0.1929,0.115,0.0613
s010,2,7,0.0842,0.3266,0.2424,0.0679,0.1524,0.0845,0.0908,0.1317,0.0409,0.0726,0.2431,0.1705,0.0528,0.3173,0.2645,0.0642,0.1426,0.0784,0.0842,0.1431,0.0589,0.0655,0.0891,0.0236,0.0832,0.213,0.1298,0.0694,0.3693,0.2999,0.0555
s010,2,8,0.0723,0.2562,0.1839,0.0626,0.1856,0.123,0.0731,0.1417,0.0686,0.0594,0.2665,0.2071,0.0446,0.2478,0.2032,0.05,0.1229,0.0729,0.0829,0.1062,0.0233,0.0531,0.1128,0.0597,0.0642,0.208,0.1438,0.081,0.8126,0.7316,0.0631
s010,2,9,0.0866,0.1604,0.0738,0.0684,0.1872,0.1188,0.0834,0.1386,0.0552,0.0642,0.2634,0.1992,0.0478,0.2147,0.1669,0.0536,0.1249,0.0713,0.0858,0.0938,0.008,0.0618,0.131,0.0692,0.0705,0.2133,0.1428,0.0697,0.2976,0.2279,0.0869
s010,2,10,0.0927,0.1037,0.011,0.0671,0.1587,0.0916,0.0808,0.1146,0.0338,0.0676,0.2724,0.2048,0.0467,0.2693,0.2226,0.0611,0.1453,0.0842,0.0919,0.0949,0.003,0.066,0.1355,0.0695,0.0784,0.2056,0.1272,0.08,0.2432,0.1632,0.0821
s010,3,1,0.0871,0.1754,0.0883,0.0555,0.2173,0.1618,0.066,0.1856,0.1196,0.0496,0.3143,0.2647,0.0446,0.2896,0.245,0.0465,0.1125,0.066,0.0758,0.1004,0.0246,0.0502,0.0941,0.0439,0.0737,0.1893,0.1156,0.0779,0.1636,0.0857,0.038
s010,3,2,0.0768,0.1482,0.0714,0.0589,0.1764,0.1175,0.0673,0.1038,0.0365,0.0642,0.2394,0.1752,0.0473,0.4789,0.4316,0.051,0.1249,0.0739,0.0639,0.1046,0.0407,0.0481,0.1075,0.0594,0.0697,0.1842,0.1145,0.0734,0.1791,0.1057,0.0496
s010,3,3,0.0839,0.1772,0.0933,0.0599,0.1771,0.1172,0.0475,0.1283,0.0808,0.0631,0.2035,0.1404,0.0531,0.2068,0.1537,0.0401,0.1255,0.0854,0.0755,0.0922,0.0167,0.052,0.1455,0.0935,0.0686,0.2032,0.1346,0.0758,0.1802,0.1044,0.0591
s010,3,4,0.0795,0.1821,0.1026,0.0615,0.3405,0.279,0.0531,0.1318,0.0787,0.0607,0.3296,0.2689,0.0494,0.2503,0.2009,0.047,0.1236,0.0766,0.0679,0.0957,0.0278,0.0528,0.0998,0.047,0.0781,0.1953,0.1172,0.0718,0.1527,0.0809,0.0523
s010,3,5,0.0842,0.1863,0.1021,0.057,0.146,0.089,0.0544,0.1383,0.0839,0.0586,0.2135,0.1549,0.0541,0.2181,0.164,0.0399,0.1096,0.0697,0.0708,0.096,0.0252,0.0494,0.1102,0.0608,0.07,0.1924,0.1224,0.0744,0.1601,0.0857,0.0441
s010,3,6,0.0789,0.1722,0.0933,0.0657,0.1768,0.1111,0.0539,0.1352,0.0813,0.0615,0.2293,0.1678,0.0539,0.2279,0.174,0.0549,0.1499,0.095,0.0797,0.0943,0.0146,0.0549,0.1273,0.0724,0.0768,0.2143,0.1375,0.0731,0.1738,0.1007,0.0752
s010,3,7,0.0839,0.1582,0.0743,0.0668,0.5635,0.4967,0.0681,0.0879,0.0198,0.0549,0.7901,0.7352,0.0607,0.2152,0.1545,0.0539,0.1181,0.0642,0.0824,0.1094,0.027,0.0523,0.0927,0.0404,0.0758,0.1895,0.1137,0.0758,0.1694,0.0936,0.0729
s010,3,8,0.1027,0.1889,0.0862,0.0541,0.152,0.0979,0.0631,0.1336,0.0705,0.0555,0.284,0.2285,0.0568,0.2564,0.1996,0.0562,0.1507,0.0945,0.0789,0.0933,0.0144,0.0565,0.117,0.0605,0.0758,0.2067,0.1309,0.0784,0.1598,0.0814,0.0744
s010,3,9,0.0982,0.1462,0.048,0.0671,0.1389,0.0718,0.076,0.1198,0.0438,0.0647,0.203,0.1383,0.0573,0.2381,0.1808,0.0581,0.146,0.0879,0.0832,0.096,0.0128,0.0673,0.1165,0.0492,0.0731,0.186,0.1129,0.0876,0.187,0.0994,0.0684
s010,3,10,0.1003,0.1934,0.0931,0.0591,0.1507,0.0916,0.0668,0.1357,0.0689,0.0639,0.2122,0.1483,0.0483,0.2428,0.1945,0.0544,0.1347,0.0803,0.0787,0.1044,0.0257,0.0528,0.0922,0.0394,0.075,0.2072,0.1322,0.0731,0.1688,0.0957,0.0774
s010,4,1,0.0845,0.1491,0.0646,0.0668,0.1808,0.114,0.0829,0.1407,0.0578,0.0623,0.3111,0.2488,0.0689,0.2545,0.1856,0.0644,0.1259,0.0615,0.0863,0.1228,0.0365,0.0547,0.098,0.0433,0.0813,0.9666,0.8853,0.0887,0.2129,0.1242,0.0676
s010,4,2,0.0934,0.0947,0.0013,0.0726,0.2038,0.1312,0.0774,0.0941,0.0167,0.0737,0.2257,0.152,0.057,0.2017,0.1447,0.0594,0.0882,0.0288,0.0934,0.1349,0.0415,0.0557,0.1099,0.0542,0.0869,0.245,0.1581,0.0668,0.1862,0.1194,0.0684
s010,4,3,0.1061,0.1295,0.0234,0.0702,0.1547,0.0845,0.0631,0.1254,0.0623,0.0713,0.2415,0.1702,0.0568,0.2458,0.189,0.0579,0.1413,0.0834,0.0853,0.1136,0.0283,0.0623,0.1133,0.051,0.0826,0.2122,0.1296,0.09,0.2282,0.1382,0.0813
s010,4,4,0.0998,0.1966,0.0968,0.0705,0.4854,0.4149,0.1048,0.1761,0.0713,0.0647,0.2777,0.213,0.0594,0.2287,0.1693,0.0634,0.1991,0.1357,0.0966,0.1479,0.0513,0.0642,0.0862,0.022,0.0974,0.2249,0.1275,0.0898,0.1984,0.1086,0.0927
s010,4,5,0.1146,0.1433,0.0287,0.0792,0.1742,0.095,0.1243,0.1663,0.042,0.0781,0.2264,0.1483,0.0599,0.212,0.1521,0.061,0.089,0.028,0.0993,0.1303,0.031,0.0628,0.093,0.0302,0.0887,0.2061,0.1174,0.0964,0.1937,0.0973,0.0876
s010,4,6,0.1069,0.1805,0.0736,0.0797,0.2956,0.2159,0.0966,0.1294,0.0328,0.0737,0.2394,0.1657,0.0607,0.2336,0.1729,0.065,0.1212,0.0562,0.0919,0.1181,0.0262,0.0578,0.0877,0.0299,0.0929,0.2233,0.1304,0.0987,0.21,0.1113,0.0884
s010,4,7,0.085,0.2258,0.1408,0.0686,0.1589,0.0903,0.0845,0.1138,0.0293,0.0689,0.2154,0.1465,0.0549,0.2215,0.1666,0.0621,0.1094,0.0473,0.0919,0.1213,0.0294,0.0576,0.0909,0.0333,0.0898,0.2136,0.1238,0.08,0.1596,0.0796,0.0636
s010,4,8,0.1024,0.1981,0.0957,0.066,0.2336,0.1676,0.0929,0.1233,0.0304,0.0726,0.2167,0.1441,0.0549,0.2046,0.1497,0.0695,0.1083,0.0388,0.0898,0.1311,0.0413,0.0626,0.0833,0.0207,0.0842,0.2225,0.1383,0.0895,0.1828,0.0933,0.0752
s010,4,9,0.0964,0.123,0.0266,0.0744,0.1554,0.081,0.0774,0.1036,0.0262,0.0726,0.2133,0.1407,0.0594,0.1965,0.1371,0.066,0.1428,0.0768,0.0922,0.0872,-0.005,0.0605,0.1345,0.074,0.0869,0.3167,0.2298,0.0737,0.2198,0.1461,0.0576
s010,4,10,0.0985,0.1892,0.0907,0.0742,0.4236,0.3494,0.1064,0.1339,0.0275,0.0739,0.2309,0.157,0.0549,0.1861,0.1312,0.0705,0.1077,0.0372,0.0887,0.1445,0.0558,0.0599,0.1344,0.0745,0.0956,0.2439,0.1483,0.0845,0.3005,0.216,0.0573
s010,5,1,0.0903,0.1715,0.0812,0.066,0.1531,0.0871,0.066,0.5313,0.4653,0.065,0.4598,0.3948,0.0647,0.3091,0.2444,0.0581,0.0922,0.0341,0.0821,0.1342,0.0521,0.0489,0.0801,0.0312,0.0795,0.1909,0.1114,0.0726,0.1701,0.0975,0.0552
s010,5,2,0.1022,0.1705,0.0683,0.0626,0.1663,0.1037,0.0679,0.0935,0.0256,0.0613,0.217,0.1557,0.0549,0.2342,0.1793,0.0521,0.1099,0.0578,0.0737,0.0965,0.0228,0.0507,0.0859,0.0352,0.0895,0.1958,0.1063,0.0742,0.1332,0.059,0.0591
s010,5,3,0.0908,0.1427,0.0519,0.0686,0.1486,0.08,0.076,0.103,0.027,0.0552,0.2146,0.1594,0.0515,0.2007,0.1492,0.0468,0.1036,0.0568,0.0787,0.0941,0.0154,0.0507,0.0985,0.0478,0.0684,0.1953,0.1269,0.0705,0.1749,0.1044,0.0504
s010,5,4,0.0871,0.1124,0.0253,0.0525,0.1486,0.0961,0.0713,0.1093,0.038,0.0562,0.2021,0.1459,0.0491,0.1935,0.1444,0.0534,0.0864,0.033,0.0839,0.1064,0.0225,0.0515,0.088,0.0365,0.0861,0.2006,0.1145,0.0718,0.1612,0.0894,0.0665
s010,5,5,0.0969,0.1319,0.035,0.0639,0.1373,0.0734,0.0784,0.1196,0.0412,0.0758,0.2072,0.1314,0.0478,0.2039,0.1561,0.0613,0.0946,0.0333,0.0832,0.1105,0.0273,0.0528,0.0803,0.0275,0.0913,0.2565,0.1652,0.0895,0.1971,0.1076,0.042
s010,5,6,0.0832,0.1721,0.0889,0.0834,0.1536,0.0702,0.0663,0.1497,0.0834,0.0689,0.2032,0.1343,0.0496,0.1919,0.1423,0.0595,0.1416,0.0821,0.08,0.0849,0.0049,0.0681,0.1173,0.0492,0.0837,0.2019,0.1182,0.07,0.1456,0.0756,0.0467
s010,5,7,0.0927,0.1641,0.0714,0.0668,0.1344,0.0676,0.0832,0.1012,0.018,0.0684,0.2067,0.1383,0.0552,0.2025,0.1473,0.066,0.1212,0.0552,0.0818,0.1038,0.022,0.057,0.0948,0.0378,0.0755,0.1898,0.1143,0.0692,0.1237,0.0545,0.0657
s010,5,8,0.0945,0.1662,0.0717,0.0679,0.1423,0.0744,0.076,0.1006,0.0246,0.0615,0.1895,0.128,0.0594,0.1896,0.1302,0.0581,0.098,0.0399,0.0829,0.1052,0.0223,0.0557,0.0909,0.0352,0.0626,0.1819,0.1193,0.0795,0.1417,0.0622,0.0613
s010,5,9,0.0845,0.1644,0.0799,0.0634,0.1426,0.0792,0.0713,0.1083,0.037,0.065,0.1993,0.1343,0.0504,0.201,0.1506,0.0719,0.1102,0.0383,0.0692,0.1026,0.0334,0.065,0.0833,0.0183,0.0623,0.1845,0.1222,0.0744,0.1139,0.0395,0.0824
s010,5,10,0.085,0.1269,0.0419,0.0671,0.1479,0.0808,0.081,0.1246,0.0436,0.0774,0.2281,0.1507,0.0515,0.1967,0.1452,0.066,0.1302,0.0642,0.0742,0.0936,0.0194,0.061,0.1112,0.0502,0.0721,0.2019,0.1298,0.0792,0.1456,0.0664,0.056
s010,6,1,0.0998,0.1208,0.021,0.052,0.147,0.095,0.0681,0.142,0.0739,0.065,0.2735,0.2085,0.0539,0.2063,0.1524,0.0533,0.0845,0.0312,0.0847,0.1297,0.045,0.0483,0.0745,0.0262,0.0779,0.1887,0.1108,0.0737,0.1652,0.0915,0.062
s010,6,2,0.0871,0.1509,0.0638,0.071,0.1288,0.0578,0.0774,0.1489,0.0715,0.0787,0.2154,0.1367,0.056,0.1893,0.1333,0.0426,0.0772,0.0346,0.0861,0.1213,0.0352,0.052,0.0795,0.0275,0.0755,0.2011,0.1256,0.0755,0.1625,0.087,0.0589
s010,6,3,0.1011,0.1736,0.0725,0.0613,0.1305,0.0692,0.0784,0.1589,0.0805,0.075,0.227,0.152,0.0486,0.2015,0.1529,0.0471,0.0928,0.0457,0.081,0.0993,0.0183,0.0504,0.0937,0.0433,0.0837,0.1985,0.1148,0.0774,0.1515,0.0741,0.075
s010,6,4,0.0979,0.1672,0.0693,0.0708,0.1241,0.0533,0.0913,0.1101,0.0188,0.0636,0.2037,0.1401,0.0584,0.2026,0.1442,0.0507,0.104,0.0533,0.0792,0.0933,0.0141,0.0615,0.0961,0.0346,0.0774,0.1903,0.1129,0.0723,0.1419,0.0696,0.0787
s010,6,5,0.0845,0.2222,0.1377,0.0689,0.0893,0.0204,0.085,0.1154,0.0304,0.0562,0.3304,0.2742,0.0587,0.2013,0.1426,0.0516,0.0817,0.0301,0.0874,0.1429,0.0555,0.0533,0.0565,0.0032,0.0974,0.2378,0.1404,0.0613,0.1649,0.1036,0.0774
s010,6,6,0.0726,0.144,0.0714,0.0652,0.0998,0.0346,0.09,0.0982,0.0082,0.065,0.1985,0.1335,0.0578,0.1798,0.122,0.0557,0.0763,0.0206,0.0858,0.1469,0.0611,0.056,0.0653,0.0093,0.0832,0.2051,0.1219,0.08,0.149,0.069,0.0826
s010,6,7,0.0924,0.1514,0.059,0.061,0.1054,0.0444,0.0747,0.0974,0.0227,0.0605,0.1814,0.1209,0.0438,0.1805,0.1367,0.0491,0.0758,0.0267,0.0861,0.1158,0.0297,0.0576,0.0909,0.0333,0.0766,0.1874,0.1108,0.0758,0.1459,0.0701,0.0805
s010,6,8,0.0924,0.2462,0.1538,0.0586,0.1391,0.0805,0.0953,0.0982,0.0029,0.0594,0.2001,0.1407,0.0594,0.2493,0.1899,0.065,0.1476,0.0826,0.0726,0.1492,0.0766,0.0655,0.1075,0.042,0.0847,0.2042,0.1195,0.0766,0.153,0.0764,0.0797
